existingchecking	duration	credithistory	purpose	creditamount	savings	employmentsince	installmentrate	otherdebts	residencesince	property	otherinstallmentplans	housing	existingcredits	job	peopleliable	telephone	foreignworker	classification	gender
no checking account	24	existing credits paid	new car	1474	100 <= x < 500 DM	x < 1 year	4	none	3	real estate	none	own	1	skilled employee / official	1	yes	yes	1	M
no checking account	10	existing credits paid	retraining	894	unknown	4 <= x < 7 years	4	none	3	soc. savings / life insurance	none	own	1	skilled employee / official	1	yes	yes	1	F
no checking account	15	critical accnt. / other credits	forniture	3343	x < 100 DM	1 <= x < 4 years	4	none	2	unknown	none	for free	1	skilled employee / official	1	yes	yes	1	M
x < 0 DM	15	existing credits paid	new car	3959	x < 100 DM	1 <= x < 4 years	3	none	2	soc. savings / life insurance	none	own	1	skilled employee / official	1	yes	yes	0	F
no checking account	9	existing credits paid	new car	3577	100 <= x < 500 DM	1 <= x < 4 years	1	guarantor	2	real estate	none	rent	1	skilled employee / official	2	none	no	1	M
no checking account	24	critical accnt. / other credits	used car	5804	x >= 1000 DM	1 <= x < 4 years	4	none	2	real estate	none	own	2	skilled employee / official	1	none	yes	1	M
no checking account	18	delay	business	2169	x < 100 DM	1 <= x < 4 years	4	none	2	car or other	none	own	1	skilled employee / official	1	yes	yes	0	M
x < 0 DM	24	existing credits paid	radio/tv	2439	x < 100 DM	x < 1 year	4	none	4	real estate	none	own	1	skilled employee / official	1	yes	yes	0	F
no checking account	27	critical accnt. / other credits	forniture	4526	x >= 1000 DM	x < 1 year	4	none	2	real estate	stores	own	2	unskilled-resident	2	yes	yes	1	M
no checking account	10	existing credits paid	forniture	2210	x < 100 DM	1 <= x < 4 years	2	none	2	real estate	bank	rent	1	unskilled-resident	1	none	yes	0	M
no checking account	15	existing credits paid	forniture	2221	500 <= x < 1000 DM	1 <= x < 4 years	2	none	4	car or other	none	rent	1	skilled employee / official	1	none	yes	1	F
x < 0 DM	18	existing credits paid	radio/tv	2389	x < 100 DM	x < 1 year	4	none	1	car or other	stores	own	1	skilled employee / official	1	none	yes	1	F
no checking account	12	critical accnt. / other credits	forniture	3331	x < 100 DM	x >= 7 years	2	none	4	soc. savings / life insurance	stores	own	1	skilled employee / official	1	none	yes	1	M
no checking account	36	existing credits paid	business	7409	unknown	x >= 7 years	3	none	2	soc. savings / life insurance	none	own	2	skilled employee / official	1	none	yes	1	M
x < 0 DM	12	existing credits paid	forniture	652	x < 100 DM	x >= 7 years	4	none	4	soc. savings / life insurance	none	rent	1	skilled employee / official	1	none	yes	1	F
no checking account	36	delay	forniture	7678	500 <= x < 1000 DM	4 <= x < 7 years	2	none	4	car or other	none	own	2	skilled employee / official	1	yes	yes	1	F
x >= 200DM	6	critical accnt. / other credits	new car	1343	x < 100 DM	x >= 7 years	1	none	4	real estate	none	own	2	skilled employee / official	2	none	no	1	M
x < 0 DM	24	critical accnt. / other credits	business	1382	100 <= x < 500 DM	4 <= x < 7 years	4	none	1	real estate	none	own	2	skilled employee / official	1	yes	yes	1	M
no checking account	15	existing credits paid	appliances	874	unknown	x < 1 year	4	none	1	real estate	none	own	1	skilled employee / official	1	none	yes	1	F
x < 0 DM	12	existing credits paid	forniture	3590	x < 100 DM	1 <= x < 4 years	2	co-applicant	2	soc. savings / life insurance	none	own	1	unskilled-resident	2	none	yes	1	M
0 <= x < 200 DM	11	critical accnt. / other credits	new car	1322	x >= 1000 DM	1 <= x < 4 years	4	none	4	car or other	none	own	2	skilled employee / official	1	none	yes	1	F
x < 0 DM	18	all credits paid	radio/tv	1940	x < 100 DM	x < 1 year	3	co-applicant	4	unknown	bank	for free	1	management / self-employed / highly qualified employee / officer	1	yes	yes	1	M
no checking account	36	existing credits paid	radio/tv	3595	x < 100 DM	x >= 7 years	4	none	2	car or other	none	own	1	skilled employee / official	1	none	yes	1	M
x < 0 DM	9	existing credits paid	new car	1422	x < 100 DM	x < 1 year	3	none	2	unknown	none	for free	1	management / self-employed / highly qualified employee / officer	1	yes	yes	0	M
no checking account	30	critical accnt. / other credits	radio/tv	6742	unknown	4 <= x < 7 years	2	none	3	soc. savings / life insurance	none	own	2	skilled employee / official	1	none	yes	1	M
no checking account	24	existing credits paid	used car	7814	x < 100 DM	4 <= x < 7 years	3	none	3	car or other	none	own	1	management / self-employed / highly qualified employee / officer	1	yes	yes	1	M
no checking account	24	existing credits paid	used car	9277	unknown	1 <= x < 4 years	2	none	4	unknown	none	for free	1	skilled employee / official	1	yes	yes	1	M
0 <= x < 200 DM	30	critical accnt. / other credits	new car	2181	unknown	x >= 7 years	4	none	4	real estate	none	own	2	skilled employee / official	1	none	yes	1	M
no checking account	18	critical accnt. / other credits	radio/tv	1098	x < 100 DM	unemployed	4	none	4	car or other	none	own	2	unemployed / unskilled-non-resident	1	none	yes	1	F
0 <= x < 200 DM	24	existing credits paid	forniture	4057	x < 100 DM	4 <= x < 7 years	3	none	3	car or other	none	own	1	skilled employee / official	1	yes	yes	0	M
x < 0 DM	12	existing credits paid	education	795	x < 100 DM	x < 1 year	4	none	4	soc. savings / life insurance	none	own	1	skilled employee / official	1	none	yes	0	F
0 <= x < 200 DM	24	critical accnt. / other credits	business	2825	unknown	4 <= x < 7 years	4	none	3	unknown	none	own	2	skilled employee / official	2	yes	yes	1	M
0 <= x < 200 DM	48	existing credits paid	business	15672	x < 100 DM	1 <= x < 4 years	2	none	2	car or other	none	own	1	skilled employee / official	1	yes	yes	0	M
no checking account	36	critical accnt. / other credits	new car	6614	x < 100 DM	x >= 7 years	4	none	4	car or other	none	own	2	management / self-employed / highly qualified employee / officer	1	yes	yes	1	M
no checking account	28	all credits paid	used car	7824	unknown	x < 1 year	3	guarantor	4	real estate	bank	rent	2	skilled employee / official	2	yes	yes	1	M
x < 0 DM	27	critical accnt. / other credits	business	2442	x < 100 DM	x >= 7 years	4	none	4	car or other	stores	own	4	management / self-employed / highly qualified employee / officer	2	yes	yes	1	M
no checking account	15	critical accnt. / other credits	radio/tv	1829	x < 100 DM	x >= 7 years	4	none	4	car or other	none	own	2	skilled employee / official	1	yes	yes	1	M
x < 0 DM	12	critical accnt. / other credits	new car	2171	x < 100 DM	1 <= x < 4 years	4	none	4	soc. savings / life insurance	bank	own	2	unskilled-resident	1	none	no	1	M
0 <= x < 200 DM	36	critical accnt. / other credits	used car	5800	x < 100 DM	1 <= x < 4 years	3	none	4	car or other	none	own	2	skilled employee / official	1	yes	yes	1	M
no checking account	18	critical accnt. / other credits	radio/tv	1169	unknown	1 <= x < 4 years	4	none	3	soc. savings / life insurance	none	own	2	skilled employee / official	1	yes	yes	1	M
no checking account	36	delay	used car	8947	unknown	4 <= x < 7 years	3	none	2	car or other	stores	own	1	management / self-employed / highly qualified employee / officer	2	yes	yes	1	M
x < 0 DM	21	existing credits paid	radio/tv	2606	x < 100 DM	x < 1 year	4	none	4	soc. savings / life insurance	none	rent	1	management / self-employed / highly qualified employee / officer	1	yes	yes	1	F
no checking account	12	critical accnt. / other credits	forniture	1592	x >= 1000 DM	4 <= x < 7 years	3	none	2	soc. savings / life insurance	none	own	1	skilled employee / official	1	none	no	1	F
no checking account	15	existing credits paid	forniture	2186	unknown	4 <= x < 7 years	1	none	4	real estate	bank	rent	1	unskilled-resident	1	none	yes	1	F
x < 0 DM	18	existing credits paid	forniture	4153	x < 100 DM	1 <= x < 4 years	2	co-applicant	3	car or other	none	own	1	skilled employee / official	1	none	yes	0	M
x < 0 DM	16	critical accnt. / other credits	new car	2625	x < 100 DM	x >= 7 years	2	guarantor	4	soc. savings / life insurance	bank	rent	1	skilled employee / official	1	yes	yes	0	M
no checking account	20	critical accnt. / other credits	new car	3485	unknown	x < 1 year	2	none	4	real estate	none	own	2	skilled employee / official	1	yes	yes	1	M
no checking account	36	critical accnt. / other credits	used car	10477	unknown	x >= 7 years	2	none	4	unknown	none	for free	2	skilled employee / official	1	none	yes	1	M
no checking account	15	existing credits paid	radio/tv	1386	unknown	1 <= x < 4 years	4	none	2	real estate	none	rent	1	skilled employee / official	1	yes	yes	1	M
no checking account	24	existing credits paid	radio/tv	1278	x < 100 DM	x >= 7 years	4	none	1	real estate	none	own	1	management / self-employed / highly qualified employee / officer	1	yes	yes	1	M
x < 0 DM	12	existing credits paid	radio/tv	1107	x < 100 DM	1 <= x < 4 years	2	none	2	real estate	none	rent	1	management / self-employed / highly qualified employee / officer	2	yes	yes	1	M
x < 0 DM	21	existing credits paid	new car	3763	unknown	4 <= x < 7 years	2	co-applicant	2	real estate	none	own	1	unskilled-resident	1	none	no	1	M
0 <= x < 200 DM	36	existing credits paid	education	3711	unknown	1 <= x < 4 years	2	none	2	car or other	none	own	1	skilled employee / official	1	none	yes	1	M
no checking account	15	delay	used car	3594	x < 100 DM	x < 1 year	1	none	2	soc. savings / life insurance	none	own	2	unskilled-resident	1	none	yes	1	F
0 <= x < 200 DM	9	existing credits paid	new car	3195	unknown	1 <= x < 4 years	1	none	2	real estate	none	own	1	unskilled-resident	1	none	yes	1	F
no checking account	36	delay	radio/tv	4454	x < 100 DM	1 <= x < 4 years	4	none	4	real estate	none	own	2	skilled employee / official	1	none	yes	1	F
0 <= x < 200 DM	24	critical accnt. / other credits	forniture	4736	x < 100 DM	x < 1 year	2	none	4	car or other	bank	own	1	unskilled-resident	1	none	yes	0	F
0 <= x < 200 DM	30	existing credits paid	radio/tv	2991	unknown	x >= 7 years	2	none	4	car or other	none	own	1	skilled employee / official	1	none	yes	1	F
no checking account	11	existing credits paid	business	2142	x >= 1000 DM	x >= 7 years	1	none	2	real estate	none	own	1	skilled employee / official	1	yes	yes	1	M
x < 0 DM	24	all credits paid	business	3161	x < 100 DM	1 <= x < 4 years	4	none	2	soc. savings / life insurance	none	rent	1	skilled employee / official	1	yes	yes	0	M
0 <= x < 200 DM	48	no credits	others	18424	x < 100 DM	1 <= x < 4 years	1	none	2	soc. savings / life insurance	bank	own	1	management / self-employed / highly qualified employee / officer	1	yes	no	0	F
no checking account	10	existing credits paid	used car	2848	100 <= x < 500 DM	1 <= x < 4 years	1	co-applicant	2	real estate	none	own	1	skilled employee / official	2	none	yes	1	M
x < 0 DM	6	existing credits paid	new car	14896	x < 100 DM	x >= 7 years	1	none	4	unknown	bank	own	1	management / self-employed / highly qualified employee / officer	1	yes	yes	0	M
x < 0 DM	24	existing credits paid	forniture	2359	100 <= x < 500 DM	unemployed	1	none	1	soc. savings / life insurance	none	own	1	skilled employee / official	1	none	yes	0	M
x < 0 DM	24	existing credits paid	forniture	3345	x < 100 DM	x >= 7 years	4	none	2	soc. savings / life insurance	none	rent	1	management / self-employed / highly qualified employee / officer	1	yes	yes	0	M
no checking account	18	critical accnt. / other credits	forniture	1817	x < 100 DM	1 <= x < 4 years	4	none	2	unknown	none	own	2	skilled employee / official	1	none	yes	1	F
no checking account	48	delay	radio/tv	12749	500 <= x < 1000 DM	4 <= x < 7 years	4	none	1	car or other	none	own	1	management / self-employed / highly qualified employee / officer	1	yes	yes	1	M
x < 0 DM	9	existing credits paid	radio/tv	1366	x < 100 DM	x < 1 year	3	none	4	soc. savings / life insurance	none	rent	1	skilled employee / official	1	none	yes	0	F
0 <= x < 200 DM	12	existing credits paid	new car	2002	x < 100 DM	4 <= x < 7 years	3	none	4	soc. savings / life insurance	none	rent	1	skilled employee / official	2	yes	yes	1	M
x < 0 DM	24	all credits paid	forniture	6872	x < 100 DM	x < 1 year	2	none	1	soc. savings / life insurance	bank	own	1	skilled employee / official	1	yes	yes	0	M
x < 0 DM	12	all credits paid	new car	697	x < 100 DM	x < 1 year	4	none	2	car or other	bank	own	2	skilled employee / official	1	yes	yes	0	M
x < 0 DM	18	critical accnt. / other credits	forniture	1049	x < 100 DM	x < 1 year	4	none	4	soc. savings / life insurance	none	rent	1	skilled employee / official	1	none	yes	1	F
x < 0 DM	48	existing credits paid	used car	10297	x < 100 DM	4 <= x < 7 years	4	none	4	unknown	stores	for free	3	skilled employee / official	2	yes	yes	0	M
no checking account	30	existing credits paid	radio/tv	1867	unknown	x >= 7 years	4	none	4	car or other	none	own	1	skilled employee / official	1	yes	yes	1	M
x < 0 DM	12	delay	new car	1344	x < 100 DM	1 <= x < 4 years	4	none	2	real estate	none	own	2	unskilled-resident	2	none	yes	1	M
x < 0 DM	24	existing credits paid	forniture	1747	x < 100 DM	x < 1 year	4	co-applicant	1	soc. savings / life insurance	none	own	1	unskilled-resident	1	none	no	1	M
0 <= x < 200 DM	9	existing credits paid	radio/tv	1670	x < 100 DM	x < 1 year	4	none	2	car or other	none	own	1	skilled employee / official	1	yes	yes	0	F
no checking account	9	critical accnt. / other credits	new car	1224	x < 100 DM	1 <= x < 4 years	3	none	1	real estate	none	own	2	skilled employee / official	1	none	yes	1	M
no checking account	12	critical accnt. / other credits	radio/tv	522	500 <= x < 1000 DM	x >= 7 years	4	none	4	soc. savings / life insurance	none	own	2	skilled employee / official	2	yes	yes	1	M
x < 0 DM	12	existing credits paid	radio/tv	1498	x < 100 DM	1 <= x < 4 years	4	none	1	car or other	bank	own	1	skilled employee / official	1	none	yes	1	F
0 <= x < 200 DM	30	delay	radio/tv	1919	100 <= x < 500 DM	x < 1 year	4	none	3	unknown	stores	own	2	management / self-employed / highly qualified employee / officer	1	none	yes	0	M
x >= 200DM	9	existing credits paid	radio/tv	745	x < 100 DM	1 <= x < 4 years	3	none	2	real estate	none	own	1	unskilled-resident	1	none	yes	0	F
0 <= x < 200 DM	6	existing credits paid	radio/tv	2063	x < 100 DM	x < 1 year	4	none	3	car or other	none	rent	1	management / self-employed / highly qualified employee / officer	1	yes	yes	1	M
0 <= x < 200 DM	60	existing credits paid	education	6288	x < 100 DM	1 <= x < 4 years	4	none	4	unknown	none	for free	1	skilled employee / official	1	none	yes	0	M
no checking account	24	critical accnt. / other credits	used car	6842	unknown	1 <= x < 4 years	2	none	4	soc. savings / life insurance	none	own	2	management / self-employed / highly qualified employee / officer	2	yes	yes	1	M
no checking account	12	existing credits paid	new car	3527	unknown	x < 1 year	2	none	3	soc. savings / life insurance	none	own	1	management / self-employed / highly qualified employee / officer	2	yes	yes	1	M
no checking account	10	existing credits paid	new car	1546	x < 100 DM	1 <= x < 4 years	3	none	2	real estate	none	own	1	unskilled-resident	2	none	no	1	M
no checking account	24	existing credits paid	forniture	929	unknown	4 <= x < 7 years	4	none	2	car or other	stores	own	1	skilled employee / official	1	yes	yes	1	M
no checking account	4	critical accnt. / other credits	new car	1455	x < 100 DM	4 <= x < 7 years	2	none	1	real estate	none	own	3	unskilled-resident	2	none	yes	1	M
x < 0 DM	15	existing credits paid	forniture	1845	x < 100 DM	x < 1 year	4	guarantor	1	soc. savings / life insurance	none	rent	1	skilled employee / official	1	none	yes	1	F
0 <= x < 200 DM	48	no credits	new car	8358	500 <= x < 1000 DM	x < 1 year	1	none	1	car or other	none	own	2	skilled employee / official	1	none	yes	1	F
x < 0 DM	24	all credits paid	forniture	3349	500 <= x < 1000 DM	x < 1 year	4	none	4	unknown	none	for free	1	skilled employee / official	2	yes	yes	0	M
no checking account	12	existing credits paid	new car	2859	unknown	unemployed	4	none	4	unknown	none	own	1	management / self-employed / highly qualified employee / officer	1	yes	yes	1	M
no checking account	18	existing credits paid	forniture	1533	x < 100 DM	x < 1 year	4	co-applicant	1	soc. savings / life insurance	none	own	1	unskilled-resident	2	none	yes	0	M
no checking account	24	existing credits paid	radio/tv	3621	100 <= x < 500 DM	x >= 7 years	2	none	4	car or other	none	own	2	skilled employee / official	1	none	yes	0	M
0 <= x < 200 DM	18	critical accnt. / other credits	business	3590	x < 100 DM	unemployed	3	none	3	car or other	none	own	3	unemployed / unskilled-non-resident	2	yes	yes	1	M
x < 0 DM	36	delay	business	2145	x < 100 DM	4 <= x < 7 years	2	none	1	car or other	none	own	2	skilled employee / official	1	yes	yes	0	M
0 <= x < 200 DM	24	existing credits paid	used car	4113	500 <= x < 1000 DM	x < 1 year	3	none	4	car or other	none	rent	1	skilled employee / official	1	none	yes	0	F
no checking account	36	existing credits paid	forniture	10974	x < 100 DM	unemployed	4	none	2	car or other	none	own	2	management / self-employed / highly qualified employee / officer	1	yes	yes	0	F
x < 0 DM	12	existing credits paid	new car	1893	x < 100 DM	1 <= x < 4 years	4	guarantor	4	soc. savings / life insurance	none	own	1	skilled employee / official	1	yes	yes	1	F
x < 0 DM	24	critical accnt. / other credits	radio/tv	1231	x >= 1000 DM	x >= 7 years	4	none	4	soc. savings / life insurance	none	rent	2	management / self-employed / highly qualified employee / officer	1	yes	yes	1	F
x >= 200DM	30	critical accnt. / other credits	radio/tv	3656	unknown	x >= 7 years	4	none	4	soc. savings / life insurance	stores	own	2	unskilled-resident	1	none	yes	1	M
0 <= x < 200 DM	9	critical accnt. / other credits	radio/tv	1154	x < 100 DM	x >= 7 years	2	none	4	real estate	none	own	3	unskilled-resident	1	none	yes	1	M
x < 0 DM	28	existing credits paid	new car	4006	x < 100 DM	1 <= x < 4 years	3	none	2	car or other	none	own	1	unskilled-resident	1	none	yes	0	M
0 <= x < 200 DM	24	existing credits paid	forniture	3069	100 <= x < 500 DM	x >= 7 years	4	none	4	unknown	none	for free	1	skilled employee / official	1	none	yes	1	M
no checking account	6	critical accnt. / other credits	radio/tv	1740	x < 100 DM	x >= 7 years	2	none	2	real estate	none	rent	2	skilled employee / official	1	none	yes	1	M
0 <= x < 200 DM	21	delay	new car	2353	x < 100 DM	1 <= x < 4 years	1	none	4	soc. savings / life insurance	none	own	2	skilled employee / official	1	none	yes	1	M
no checking account	15	existing credits paid	new car	3556	unknown	1 <= x < 4 years	3	none	2	unknown	none	own	1	skilled employee / official	1	none	yes	1	M
no checking account	24	existing credits paid	radio/tv	2397	500 <= x < 1000 DM	x >= 7 years	3	none	2	car or other	bank	own	2	skilled employee / official	1	yes	yes	0	M
0 <= x < 200 DM	6	existing credits paid	repairs	454	x < 100 DM	x < 1 year	3	none	1	soc. savings / life insurance	none	own	1	unskilled-resident	1	none	yes	1	M
0 <= x < 200 DM	30	existing credits paid	radio/tv	1715	unknown	1 <= x < 4 years	4	none	1	car or other	none	own	1	skilled employee / official	1	none	yes	1	F
0 <= x < 200 DM	27	critical accnt. / other credits	radio/tv	2520	500 <= x < 1000 DM	1 <= x < 4 years	4	none	2	soc. savings / life insurance	none	own	2	unskilled-resident	1	none	yes	0	M
no checking account	15	existing credits paid	radio/tv	3568	x < 100 DM	x >= 7 years	4	none	2	car or other	bank	rent	1	management / self-employed / highly qualified employee / officer	1	yes	yes	1	F
no checking account	42	existing credits paid	radio/tv	7166	unknown	4 <= x < 7 years	2	none	4	soc. savings / life insurance	none	rent	1	skilled employee / official	1	yes	yes	1	M
x < 0 DM	11	critical accnt. / other credits	new car	3939	x < 100 DM	1 <= x < 4 years	1	none	2	real estate	none	own	2	unskilled-resident	2	none	yes	1	M
0 <= x < 200 DM	15	existing credits paid	repairs	1514	100 <= x < 500 DM	1 <= x < 4 years	4	guarantor	2	real estate	none	own	1	skilled employee / official	1	none	yes	1	M
no checking account	24	existing credits paid	new car	7393	x < 100 DM	1 <= x < 4 years	1	none	4	soc. savings / life insurance	none	own	1	unskilled-resident	2	none	yes	1	M
x < 0 DM	24	all credits paid	new car	1193	x < 100 DM	unemployed	1	co-applicant	4	unknown	none	rent	2	unemployed / unskilled-non-resident	1	none	yes	0	F
x < 0 DM	60	existing credits paid	business	7297	x < 100 DM	x >= 7 years	4	co-applicant	4	unknown	none	rent	1	skilled employee / official	1	none	yes	0	M
no checking account	30	critical accnt. / other credits	radio/tv	2831	x < 100 DM	1 <= x < 4 years	4	none	2	car or other	none	own	1	skilled employee / official	1	yes	yes	1	F
x >= 200DM	24	existing credits paid	radio/tv	1258	500 <= x < 1000 DM	1 <= x < 4 years	3	none	3	car or other	none	own	1	unskilled-resident	1	none	yes	1	F
0 <= x < 200 DM	6	existing credits paid	radio/tv	753	x < 100 DM	1 <= x < 4 years	2	guarantor	3	real estate	none	own	1	skilled employee / official	1	none	yes	1	F
0 <= x < 200 DM	18	delay	business	2427	unknown	x >= 7 years	4	none	2	soc. savings / life insurance	none	own	2	skilled employee / official	1	none	yes	1	M
no checking account	24	delay	new car	2538	x < 100 DM	x >= 7 years	4	none	4	car or other	none	own	2	unskilled-resident	2	none	yes	0	M
0 <= x < 200 DM	15	all credits paid	new car	1264	100 <= x < 500 DM	1 <= x < 4 years	2	none	2	soc. savings / life insurance	none	rent	1	skilled employee / official	1	none	yes	0	M
0 <= x < 200 DM	30	critical accnt. / other credits	forniture	8386	x < 100 DM	4 <= x < 7 years	2	none	2	soc. savings / life insurance	none	own	1	skilled employee / official	1	none	yes	0	M
no checking account	48	existing credits paid	business	4844	x < 100 DM	unemployed	3	none	2	car or other	bank	rent	1	management / self-employed / highly qualified employee / officer	1	yes	yes	0	M
x >= 200DM	21	existing credits paid	new car	2923	100 <= x < 500 DM	1 <= x < 4 years	1	none	1	car or other	bank	own	1	management / self-employed / highly qualified employee / officer	1	yes	yes	1	F
x < 0 DM	36	existing credits paid	used car	8229	x < 100 DM	1 <= x < 4 years	2	none	2	soc. savings / life insurance	none	own	1	skilled employee / official	2	none	yes	0	M
no checking account	24	critical accnt. / other credits	forniture	2028	x < 100 DM	4 <= x < 7 years	2	none	2	soc. savings / life insurance	none	own	2	unskilled-resident	1	none	yes	1	M
x < 0 DM	15	critical accnt. / other credits	forniture	1433	x < 100 DM	1 <= x < 4 years	4	none	3	soc. savings / life insurance	none	rent	2	skilled employee / official	1	none	yes	1	F
x >= 200DM	42	no credits	business	6289	x < 100 DM	x < 1 year	2	none	1	soc. savings / life insurance	none	own	2	skilled employee / official	1	none	yes	1	M
no checking account	13	existing credits paid	radio/tv	1409	100 <= x < 500 DM	unemployed	2	none	4	real estate	none	own	1	skilled employee / official	1	none	yes	1	F
x < 0 DM	24	existing credits paid	used car	6579	x < 100 DM	unemployed	4	none	2	unknown	none	for free	1	management / self-employed / highly qualified employee / officer	1	yes	yes	1	M
0 <= x < 200 DM	24	critical accnt. / other credits	radio/tv	1743	x < 100 DM	x >= 7 years	4	none	2	soc. savings / life insurance	none	own	2	unskilled-resident	1	none	yes	1	M
no checking account	12	critical accnt. / other credits	education	3565	unknown	x < 1 year	2	none	1	soc. savings / life insurance	none	own	2	unskilled-resident	2	none	yes	1	M
no checking account	15	all credits paid	radio/tv	1569	100 <= x < 500 DM	x >= 7 years	4	none	4	car or other	bank	own	1	unskilled-resident	2	none	yes	1	M
x < 0 DM	18	existing credits paid	radio/tv	1936	unknown	4 <= x < 7 years	2	none	4	car or other	none	rent	2	unskilled-resident	1	none	yes	1	M
x < 0 DM	36	existing credits paid	forniture	3959	x < 100 DM	unemployed	4	none	3	soc. savings / life insurance	none	own	1	management / self-employed / highly qualified employee / officer	1	yes	yes	1	M
no checking account	12	existing credits paid	new car	2390	unknown	x >= 7 years	4	none	3	car or other	none	own	1	skilled employee / official	1	yes	yes	1	M
no checking account	12	existing credits paid	forniture	1736	x < 100 DM	4 <= x < 7 years	3	none	4	real estate	none	own	1	unskilled-resident	1	none	yes	1	F
x < 0 DM	30	existing credits paid	used car	3857	x < 100 DM	1 <= x < 4 years	4	none	4	soc. savings / life insurance	none	own	1	management / self-employed / highly qualified employee / officer	1	yes	yes	1	M
no checking account	12	existing credits paid	radio/tv	804	x < 100 DM	x >= 7 years	4	none	4	car or other	none	own	1	skilled employee / official	1	none	yes	1	M
x < 0 DM	45	existing credits paid	radio/tv	1845	x < 100 DM	1 <= x < 4 years	4	none	4	unknown	none	for free	1	skilled employee / official	1	yes	yes	0	M
0 <= x < 200 DM	45	critical accnt. / other credits	used car	4576	100 <= x < 500 DM	unemployed	3	none	4	car or other	none	own	1	skilled employee / official	1	none	yes	1	M
